original_comment,processed_comment,actual_label,predicted_label
RT @turk_jt12: That bitch ain't loyal.,rt turkjt12 bitch aint loyal,1,1
RT @twaimz: i have never screamed so much like a little bitch just from A FUCKING VIDEO GAME IM LEAVING EARTH I-G-G-BYE,rt twaimz never screamed much like little bitch fucking video game im leaving earth iggbye,1,1
RT @twayne1010: Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.,rt twayne1010 charles manson fiancee difficult time planning honeymoon charlie cant surf,1,0
"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13",rt twerkn4boba fuck say bitch kill httptco3eigzh6q13,1,1
"RT @twincitytyson: bitches hanging in the salty spatoon, tweetin ""y can't I find a good guy :-(:-(:-(""",rt twincitytyson bitch hanging bitter upset spatoon tweetin cant find good guy,1,1
RT @tyler_yost: You guys are all the best @brownboy_U @Yojhan174 @caitnicole3 @alexiscarfield @CiCi_Phi love you nig nogs #indyfam,rt tyleryost guy best brownboyu yojhan174 caitnicole3 alexiscarfield ciciphi love nig nog indyfam,1,1
RT @tylerfucks: recent studies have shown that ur a lil bitch,rt tylerfucks recent study shown lil bitch,1,1
RT @tylergposey: Happy teen wolf! Here's me with @IanBohen getting ready to bitch slap a berzerker http://t.co/ZChBqXFA0g,rt tylergposey happy teen wolf here ianbohen getting ready bitch slap berzerker httptcozchbqxfa0g,1,1
"RT @tyleroakley: Merry Christmas, everyone! Unless you're a fucking bitch then literally just go.",rt tyleroakley merry christmas everyone unless youre fucking bitch literally go,1,1
RT @tylerschuster88: How much coke did Charlie sheen do?.. Enough to kill two and a half men I guess,rt tylerschuster88 much coke charlie sheen enough kill two half men guess,0,0
"RT @uMadddt: #FixItJesus &#128588; 
&#8220;@MyAssholePops: This bitch is the nugget filling at McDonald's http://t.co/QBdbMsHjG7&#8221;",rt umadddt fixitjesus 128588 8220myassholepops bitch nugget filling mcdonalds httptcoqbdbmshjg78221,1,1
"RT @uMadddt: Claw that ass! 
@CoreysTweetnAss: when u see that bitch who was talkin shit on twitter in public... http://t.co/yyQ2d6JujD",rt umadddt claw as coreystweetnass see bitch talkin shit twitter public httptcoyyq2d6jujd,1,1
"RT @ugIycutie: one, two, three, four, how many niggers are in my store?",rt ugiycutie one two three four many nigger store,1,1
RT @uhfrocircus: This is the life nigger,rt uhfrocircus life nigger,1,1
RT @unanswerdverses: did that bitch ever get out of ludacris's way?,rt unanswerdverses bitch ever get ludacriss way,1,1
RT @unanswerdverses: what bitch tried to kill Kendrick Lamar's vibe?,rt unanswerdverses bitch tried kill kendrick lamars mood atmosphere,1,1
"RT @uncle_palacios: &#8220;@SheeeRatchet: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/UHkKKwsrDL&#8221; @CaelanG15",rt unclepalacios 8220sheeeratchet bitch as nigga square 128514128514 httptcouhkkkwsrdl8221 caelang15,1,1
RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,rt uncledaddy69 weakenednachos california biggest retard dont forget holy released amazing ep,1,1
RT @urbandictionary: @The2kGod nigger: A fully grown niglet http://t.co/HJKlNHDrWT http://t.co/x6y5XKKPMq,rt urbandictionary the2kgod nigger fully grown niglet httptcohjklnhdrwt httptcox6y5xkkpmq,1,1
RT @urinnerdevil: ur typical twitter hoe http://t.co/YJE9LUnWVp,rt urinnerdevil typical twitter hoe httptcoyje9lunwvp,1,1
"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",rt useemitch 1 2 3 4 many nigger store knooooooow stealing 128514128514128514,1,1
"RT @usmntHistory: On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER.",rt usmnthistory usmnt day 2014 yank advanced groupofdeath despite 01 loss ger,0,0
RT @vackra_lognn: I don't know why I go on that pancake face bitchs twitter. She gets me tight every time,rt vackralognn dont know go pancake face bitch twitter get tight every time,1,1
"RT @vanluvz1: My body thought we'd get an extra hr sleep but my brain decided to wake up 2 hrs earlier. 
My brains a bitch.",rt vanluvz1 body thought wed get dramatic top hr sleep brain decided wake 2 hr earlier brain bitch,1,1
"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST",rt varepall charlie rangel gop believe slavery isnt httptcoi8nolg9m6o rangel flagrant tax evader racist,0,0
RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;,rt veeveeveeveevee obama id call press conference amp slit joe bidens neck live tv 2 show cracker mean business8230,1,0
RT @velweb: Thank you One-A-Day for making your vitamins the size of a fucking Twinkie. I love giving myself the heimlich maneuver every mo&#8230;,rt velweb thank oneaday making vitamin size fucking twinkie love giving heimlich maneuver every mo8230,1,1
RT @verkannt__: None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way,rt verkannt none bitch judge love 128524 dont think would like way,1,1
"RT @versacecum: bitches be like ""&#9749;&#128056;"" but still be in everybody's business",rt versacecum bitch like 9749128056 still everybodys business,1,1
RT @versacecum: some girls be using halloween as an excuse to act like hoes and get away with it smh,rt versacecum girl using halloween excuse act like hoe get away shaking head,1,1
RT @versaceezy: i aint gonna text first cus pride bitch,rt versaceezy aint going text first cu pride bitch,1,1
RT @versaceezy: if we date u don't even gotta worry bout me talking to other hoes cus I ain't got any,rt versaceezy date dont even gotta worry bout talking hoe cu aint got,1,1
RT @versaceezy: she said &#8220;i want a man who can pick me up during sex&#8221; bitch you lucky i picked you up at all gas prices high as hell,rt versaceezy said 8220i want man pick sex8221 bitch lucky picked gas price high hell,1,1
"RT @versaceezy: side hoe: let&#8217;s make us official 

me: https://t.co/Kfqy4ouFgo",rt versaceezy side hoe let8217s make u official httpstcokfqy4oufgo,1,1
RT @verseunanswered: Did that bitch from Frozen ever let it go?,rt verseunanswered bitch frozen ever let go,1,1
RT @verseunanswered: Did those bitches from Frozen ever build a snowman?,rt verseunanswered bitch frozen ever build snowman,1,1
RT @vexedmentals: draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati&#8230;,rt vexedmentals draya really catching tan son looking window like ikea monkey everybody trick treati8230,0,1
"RT @vickstar_isabel: ""@kyleighhmariee: &#8220;@TezCapone: My type a bitch &#128525;&#128525;&#128553; https://t.co/Bz4yBovcfl&#8221;""

Lmao yass",rt vickstarisabel kyleighhmariee 8220tezcapone type bitch 128525128525128553 httpstcobz4ybovcfl8221 laughing as yes,1,1
"RT @vickyBeanMr: Girls ""go talk to your other hoes"" game too strong",rt vickybeanmr girl go talk hoe game strong,1,1
RT @vickyBeanMr: We live In a world full of unloyal hoes &amp; ugly niggas asking for hugs,rt vickybeanmr live world full unloyal hoe amp ugly nigga asking hug,1,1
RT @vickyBeanMr: When u with yo main bitch and you see yo side bitch in public http://t.co/scmkp1nYGU,rt vickybeanmr hey main bitch see hey side bitch public httptcoscmkp1nygu,1,1
RT @vincestaples: In other news your bitch cook for me.,rt vincestaples news bitch cook,1,1
RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,rt vinehumor flappy bird taking life hear bird crashing every time something go wrong httpstcokuldr4mabp,0,0
RT @vinnycrack: this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H,rt vinnycrack bitch got itunes term condition tattooed httptcodhrvcnrr1h,1,1
"RT @viper5816: Sen. Harry Reid Lists all the Things Republicans Have Blocked in the Senate http://t.co/bjoWvABwhi via @townhallcom
He is ho&#8230;",rt viper5816 sen harry reid list thing republican blocked senate httptcobjowvabwhi via townhallcom ho8230,0,0
RT @virleehol: @cbinflux Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web&#8230;,rt virleehol cbinflux well sure heck know read im reading trash right almost everything ive heard web8230,0,1
"RT @vntonx: ""suck my duck""

thot: ""lol looks like ur autocorrect changed dick to duck""

""i meant what i said bitch"" http://t.co/K9LV3mfX1m",rt vntonx suck duck hoe laugh loud look like autocorrect changed dick duck meant said bitch httptcok9lv3mfx1m,1,1
"RT @vodkapapixo: ""@Weed_Cloudz: ""6 God"" by Drake is trash"" thank you",rt vodkapapixo weedcloudz 6 god drake trash thank,1,1
"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",rt vodkapapixo black girl never guess cause dont call hoe sell drug shoot nigga well,1,1
RT @w1LLiam_: @Whackko y'all boyz was fried! Fuck dat pussy nigga in the blue doe,rt w1lliam whackko yall boyz fried fuck dat pussy nigga blue doe,1,1
"RT @walkerkpt: Prediction- ""Obama will leave the Democratic Party in shambles ""&#128563; oh gosh, I hope so &#128591;&#128079;&#128074;&#128170;&#128077;payback really is a bitch",rt walkerkpt prediction obama leave democratic party shamble 128563 oh gosh hope 128591128079128074128170128077payback really bitch,1,1
"RT @walkinghashtag: ""@dumbcollegefun: Mean girls are just honest bitches. #Truth"" @JacklynAnnn",rt walkinghashtag dumbcollegefun mean girl honest bitch truth jacklynannn,1,1
RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP,rt walshnyc world cup team jihadis rooting httptcoecu754zhkk versharma vocativ httptco8z0b7ocmqp,0,0
"RT @warningfragile: everyone always says girls are really bitchy, no. some boys are fucking inconsiderate bitchy cunts it is actually disgu&#8230;",rt warningfragile everyone always say girl really bitchy boy fucking inconsiderate bitchy cunt actually disgu8230,1,1
"RT @washingtonpost: China's bird flu outbreak: 3 good signs, 3 bad signs and 3 very bad signs http://t.co/v3n67Gs5Mw",rt washingtonpost china bird flu outbreak 3 good sign 3 bad sign 3 bad sign httptcov3n67gs5mw,0,0
RT @wastedsatan: Ane is a cunt,rt wastedsatan ane cunt,1,1
RT @waymoflydenu: Why y'all hoes in such a hurry to be single mothers?,rt waymoflydenu yall hoe hurry single mother,1,1
"RT @wb_kaylaa: Fake bitch : hey girl 

Me:&#128133; http://t.co/GDiiwRDgNO",rt wbkaylaa fake bitch hey girl me128133 httptcogdiiwrdgno,1,1
RT @wcvbkelleyt: Just me or are there a lot of tweets from media tonight about election night food??!! For the record: cheese &amp; crackers @s&#8230;,rt wcvbkelleyt lot tweet medium tonight election night food record cheese amp cracker s8230,0,0
"RT @weakenednachos: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea&#8230;",rt weakenednachos last thought bed 92 mock election 3rd grade voted perot maybe related rea8230,0,0
RT @wegomakeit: pussy pussy pussy i smell ya frum bout a mile away&#128564;,rt wegomakeit pussy pussy pussy smell frum bout mile away128564,1,1
RT @weirdstyle: I have 0 hoes lmfao,rt weirdstyle 0 hoe lmfao,1,1
RT @whaddoyoumean: Too many bitches is shady,rt whaddoyoumean many bitch shady,1,1
RT @whatupwxll: @VivaLaKash &#128514;&#128514;&#128514; got dhem hoes !,rt whatupwxll vivalakash 128514128514128514 got dhem hoe,1,1
RT @whiskeyqueeen: niggas ain't shit but hoes with dicks,rt whiskeyqueeen nigga aint shit hoe dick,1,1
RT @whisperdispatch: Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in 2015 wearing that @ESQPoliti&#8230;,rt whisperdispatch charlie wearing dont tread flag pin every dem show congress 2015 wearing esqpoliti8230,0,0
"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side",rt whitbreezy get cold beer hand aint mistakin cant hide redneck side,0,1
RT @whiteboytatted: Shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,rt whiteboytatted shout girl wear holy cross legging got pussy thats full sin,1,1
RT @whoThatBe_LAE: raising asia.... that lil bitch could dance bruh &#128514;,rt whothatbelae raising asia lil bitch could dance bruh 128514,1,1
RT @whodatth0: &#8220;@AAAdontplayy: lmfao hicks https://t.co/kNa2U0D2o0&#8221;lmfao,rt whodatth0 8220aaadontplayy lmfao hick httpstcokna2u0d2o08221lmfao,1,1
RT @willgoes_ham: I love bad bitches that's my fuckin problem &#128527;,rt willgoesham love bad bitch thats fuckin problem 128527,1,1
RT @willyroast2: Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,rt willyroast2 ratchet hoe wear flip flop curl turned black like soul slave walked,1,1
RT @willyroast2: yo girl pussy stank @SoloExMachina This tweet stinks RT @willyroast2: There is no suck thing as a faithful bitch in Washin&#8230;,rt willyroast2 hey girl pussy stank soloexmachina tweet stink rt willyroast2 suck thing faithful bitch washin8230,1,1
"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",rt wilw even shorter charlie sheen move mel gibson,0,0
"RT @winkSOSA: ""@AintShitSweet__: ""@Rakwon_OGOD: Nigga messed with the wrong bitch &#128557;&#128514;https://t.co/5mNXKVAYot"" &#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@Th_Real_Esco",rt winksosa aintshitsweet rakwonogod nigga messed wrong bitch 128557128514httpstco5mnxkvayot 128557128557128557128557128514128514128557128557128514128514128514128514128514128514128514threalesco,1,1
RT @wintervphillips: *steals your bitch*,rt wintervphillips steal bitch,1,1
"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",rt wisdomspewed stupid redneck animal husbandry mean get hitched blue tick hound misty,1,1
"RT @wishfulll: Big booty bitches with... ""@StagBeChillin: Ass RT @iDocLyfe: Tits""",rt wishfulll big booty bitch stagbechillin as rt idoclyfe tit,1,1
RT @wittybigtwittys: I use the word cunt very loosely,rt wittybigtwittys use word cunt loosely,1,1
RT @wizkhalifa: Currently taking over ur bitches brain with my creativity and wierdness.,rt wizkhalifa currently taking bitch brain creativity wierdness,1,1
"RT @wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.",rt wizkhalifa east coast there colored hair everywhere must sweetest wave ever,0,1
RT @wizkhalifa: Respect the man with vision and a gang of bitches to follow it.,rt wizkhalifa respect man vision gang bitch follow,1,1
"RT @wizkhalifa: Share your feelings but if iss some hoe shit, keep it to yourself.",rt wizkhalifa share feeling iss hoe shit keep,1,1
RT @wizkhalifa: Woke up sleazy. Im bout to make this day my bitch,rt wizkhalifa socially aware sleazy im bout make day bitch,1,1
RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...,rt wleerpcv chinese social medium feed total hysteria onset bird flu amp recent amused pig river shang,0,0
RT @wojtata: @NoneShallPass97 fuck you up fucking skank ass cunt,rt wojtata noneshallpass97 fuck fucking skank as cunt,1,1
RT @wojtata: Huntley High School is the most retarded high school ever.,rt wojtata huntley high school retarded high school ever,1,1
RT @woodpusha_: This bitch tried to give my dick a hickey,rt woodpusha bitch tried give dick hickey,1,1
RT @woohdakidd_74: &#8220;@Shane_A1: Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room&#8221;hell noooo&#128514;&#128514;&#128514;pussy ass n&#8230;,rt woohdakidd74 8220shanea1 wrong fa laughin dem niccas 1st 48 cryin n interrogation room8221hell noooo128514128514128514pussy as n8230,1,1
RT @woohdakidd_74: &#8220;@Shane_A1: I did use to buy 2 tees n wear both dem bitches at the same time&#8221;lame ass lol,rt woohdakidd74 8220shanea1 use buy 2 tee n wear dem bitch time8221lame as laugh loud,1,1
RT @woohdakidd_74: &#8220;@Shane_A1: I'm steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys&#8221;&#128561;&#128561;smh sad &#8230;,rt woohdakidd74 8220shanea1 im steady hearin bout suppose tuff street niccas gettin fuccd n dey as shaking head gay boys8221128561128561smh sad 8230,1,1
RT @woohdakidd_74: @Shane_A1 &#128514;&#128514;&#128514;they ain't een kno I was in that bitch,rt woohdakidd74 shanea1 128514128514128514they aint een kno bitch,1,1
RT @worIdstarcomedy: When you're stressing over someone then realize you got hoes .. &#128514;&#128557;&#128175; https://t.co/PFmRDuHoXb,rt woridstarcomedy youre stressing someone realize got hoe 128514128557128175 httpstcopfmrduhoxb,1,1
"RT @worley_7: Enough with the mind fuck and pass me the fucking nachos, cunt.",rt worley7 enough mind fuck pas fucking nacho cunt,1,1
RT @worst_B_ehavior: If you don't give your bf head you're a lame bitch and he's probably cheating on you with a bitch the suck his shit dr&#8230;,rt worstbehavior dont give bf head youre lame bitch he probably cheating bitch suck shit dr8230,1,1
RT @wrongmusicvine: #MusicThatDoesntMatch These hoes aint loyal! http://t.co/prXCfleT2W,rt wrongmusicvine musicthatdoesntmatch hoe aint loyal httptcoprxcflet2w,1,1
RT @wrongwaybennett: Only Southerners know the difference between redneck and white trash.,rt wrongwaybennett southerner know difference redneck white trash,1,1
RT @wtfdawkins: Let's go Yankees,rt wtfdawkins let go yankee,0,0
RT @wtfuxupjessie: A hoe is cool with being unclaimed and kept on the low so that people don't call her what she is. A hoe.,rt wtfuxupjessie hoe cool unclaimed kept low people dont call hoe,1,1
RT @wvjoe911: Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan http://t.co/hKMfPnRukU,rt wvjoe911 gov rick scott refuse debate charlie crist small fan httptcohkmfpnruku,0,0
RT @wwwobert_: New avi thanks to b Oreo,rt wwwobert new avi thanks b oreo,0,0
RT @x2Pac_ThuGLorD: Whatever. No matter how many times kids fuck me over I will never become I pussy. I promise you that.,rt x2pacthuglord whatever matter many time kid fuck never become pussy promise,1,1
RT @xBrandi_: Only real bitches suck dick,rt xbrandi real bitch suck dick,1,1
"RT @xCaramel_Jonesx: Don't be 32 on here and saying ""all my friends and everyone I know has a baby"". 

Well bitch. Life.",rt xcarameljonesx dont 32 saying friend everyone know baby well bitch life,1,1
"RT @xDSmooth: #shoutout to that niggah @1BookieG 
Go follow",rt xdsmooth shoutout niggah 1bookieg go follow,1,1
RT @xDSmooth: @1BookieG remember that one bitch ass you ate out last week,rt xdsmooth 1bookieg remember one bitch as ate last week,1,1
RT @xDSmooth: @IzThat_xp @1BookieG lmao niggah this is twitter my Kenosha bitches can't be trained like my Florida bitches,rt xdsmooth izthatxp 1bookieg laughing as niggah twitter kenosha bitch cant trained like florida bitch,1,1
RT @xDSmooth: @Mixxed_BreedXO @1BookieG this niggah was tripping over everybody,rt xdsmooth mixxedbreedxo 1bookieg niggah tripping everybody,1,1
RT @xDSmooth: Damn my niggah side bitch got him making her a sandwich &#128514;&#128514;&#128514;,rt xdsmooth damn niggah side bitch got making sandwich 128514128514128514,1,1
RT @xDSmooth: Free my niggah @1BookieG,rt xdsmooth free niggah 1bookieg,1,1
RT @xDSmooth: I asked @1BookieG what's the definition of a preppy white girl and this niggah said Starbucks,rt xdsmooth asked 1bookieg whats definition preppy white girl niggah said starbucks,1,1
RT @xDSmooth: I took yo job bitch @1BookieG,rt xdsmooth took hey job bitch 1bookieg,1,1
RT @xDSmooth: Nooo I left my papers in the basement n my niggah getting some cakes down there -.-,rt xdsmooth nooo left paper basement n niggah getting cake,1,1
RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG,rt xdsmooth way niggah flinched movie priceless 1bookieg,1,1
RT @xDSmooth: This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;,rt xdsmooth niggah said lip dry as hell laughing as 128514128514128514128514,1,1
"RT @xGingerAvenger: To that cunt who said she won't RT ppl who use foul language because it lacks intelligence... bitch, let me introduce y&#8230;",rt xgingeravenger cunt said wont rt ppl use foul language lack intelligence bitch let introduce y8230,1,1
RT @xM_3Times: Yung nation- riot . Still bump that hoe,rt xm3times yung nation riot still bump hoe,1,1
RT @xNikiaaa_: @1stBlocJeremiah damn where you on house arrest at ? &amp; yup in tht bitch like &#128080;&#128131;&#128527;,rt xnikiaaa 1stblocjeremiah damn house arrest amp yup tht bitch like 128080128131128527,1,1
RT @xPoppinWheelies: &#8220;@1stBlocJeremiah: All y'all bitches corny lol&#8221;rt,rt xpoppinwheelies 82201stblocjeremiah yall bitch corny lol8221rt,1,1
RT @xPoppinWheelies: Lol the thirst be so real on dis bitch &#128514;,rt xpoppinwheelies laugh loud thirst real dis bitch 128514,1,1
"RT @xSALUTE_BADDAZZ: Well I just got conformation that is your body count is five or above, it's high and you a hoe &#128514;&#128514;&#128514;",rt xsalutebaddazz well got conformation body count five high hoe 128514128514128514,1,1
RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;,rt xtaygottii 8220dattootiegurl taefrmutw xtaygottii iont like yall always talking even tryna funny thou rns8221128514128514128514128514 bitch do8230,1,1
"RT @xTheMaddHatter: 9, 10 now you're having my twins. RT @polierburrr: 7, 8 get that pussy ate RT RT @R0SEADDAMS: you &#128298; http://t.co/WwSINeJ&#8230;",rt xthemaddhatter 9 10 youre twin rt polierburrr 7 8 get pussy ate rt rt r0seaddams 128298 httptcowwsinej8230,1,1
RT @xXxRAIDERCH1CKA: We all know dumb bitches like this http://t.co/dq9yKQFV,rt xxxraiderch1cka know dumb bitch like httptcodq9ykqfv,1,1
RT @x_Jimbo: Multi till I die bitch believe that...,rt xjimbo multi till die bitch believe,1,1
RT @xenakix2243: Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;,rt xenakix2243 feeling crisp fall wind spinning around watching colorful leaf fall like rainbow colored raindrop slowly8230,0,0
RT @xfleezus: cant turn a hoe into a housewife.,rt xfleezus cant turn hoe housewife,1,1
"RT @xjayyandrew: I'm trynna find me a wifey type, not a hoe type.",rt xjayyandrew im trynna find wifey type hoe type,1,1
RT @xleaaahh: &#8220;@1stBlocJeremiah: I want subway cookies&#8221; dem bitches do sound good rn&#128514;&#128551;,rt xleaaahh 82201stblocjeremiah want subway cookies8221 dem bitch sound good rn128514128551,1,1
"RT @xo_FCK_LOVE: ""@HelloBrooklynn_: Not sparing no hoes&#128514; http://t.co/q3fskcY6L2"" &#128175;",rt xofcklove hellobrooklynn sparing hoes128514 httptcoq3fskcy6l2 128175,1,1
RT @xo_Jack: You can definitely tell who's a whore by what bitches wear when it's slightly warm out.. &#128581;&#9995;&#128567;,rt xojack definitely tell who whore bitch wear slightly warm 1285819995128567,1,1
RT @xobeauty___: if i was to really be straight bold bitches will hate me man,rt xobeauty really straight bold bitch hate man,1,1
"RT @xochaton: you're a little bitch, and I'm straight up rude.",rt xochaton youre little bitch im straight rude,1,1
RT @xochinadoll: You hoes are lost.,rt xochinadoll hoe lost,1,1
RT @xofantasybby: A mexican bitch better win the crown! #NuestraBellezaLatina,rt xofantasybby mexican bitch better win crown nuestrabellezalatina,1,1
RT @xojeaninee: &#128553; dawg! &#8220;@Tressilicious: Pet peeve is finding out a cute guy has hoes. I automatically lose interest. I don't compete.&#8221;,rt xojeaninee 128553 dawg 8220tressilicious pet peeve finding cute guy hoe automatically lose interest dont compete8221,1,1
RT @xoxo_Geee: Chest tattoos on females are trash .,rt xoxogeee chest tattoo female trash,0,1
RT @xoxo_Nieceyy: Lol Imma start handing out guides &amp; manuals cause you bitches wanna be me so bad &#128514;&#128553;&#9995;&#128129;,rt xoxonieceyy laugh loud imma start handing guide amp manual cause bitch wanna bad 1285141285539995128129,1,1
RT @xoxo_shelby_22: &#8220;@zzachbarness: I'll fuck a bitch real quick&#8221;,rt xoxoshelby22 8220zzachbarness ill fuck bitch real quick8221,1,1
"RT @xoxokellylynn_: some of y'all hoes can spend $300 on bundles, have a mk purse with a matching wallet, have your nails done but don't ev&#8230;",rt xoxokellylynn yall hoe spend 300 bundle mk purse matching wallet nail done dont ev8230,1,1
"RT @xsamanthaelaine: 1 good girl is worth 1,000 bitches &amp; people still fail to realize that",rt xsamanthaelaine 1 good girl worth 1000 bitch amp people still fail realize,1,1
RT @xtruthseekerx_: @NotoriousBeep blaxican,rt xtruthseekerx notoriousbeep blaxican,1,0
RT @xx_lowkeychayy: I let these bitches talk. that's just free promotion &#128079;.,rt xxlowkeychayy let bitch talk thats free promotion 128079,1,1
RT @y3llab3lla88: The streets ain't going no where. These hoes for everybody. When you got someone real you hold on to them.,rt y3llab3lla88 street aint going hoe everybody got someone real hold,1,1
"RT @yNeverEleven: @VernNotice ""you don't want to play cs:go you're a bitch!"" ""no I won't play fucking league of legends that game is shit I&#8230;",rt ynevereleven vernnotice dont want play csgo youre bitch wont play fucking league legend game shit i8230,1,1
"RT @yaboybillnye: its funny when sluts say ""u just mad cause I'm 100% real"" its like no bitch #swerve cuz u actually about 65% water gtfo",rt yaboybillnye funny slut say mad cause im 100 real like bitch swerve actually 65 water gtfo,1,1
RT @yaboybillnye: u a 10? on the pH scale maybe cause you basic hoe,rt yaboybillnye 10 ph scale maybe cause unoriginal hoe,1,1
RT @yagurlbubblez87: Ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time,rt yagurlbubblez87 ugly bitch prolly cockeyed lookin dick ball close time suckin time,1,1
RT @yankee7kid: Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player&#8230;,rt yankee7kid who blame yankee underperformance year ump management ebola outbreakhow bout player8230,0,0
RT @yasminmarie23: When you realize you got no hoes http://t.co/s5YVAv8G7l,rt yasminmarie23 realize got hoe httptcos5yvav8g7l,1,1
"RT @yayabad1_SODMG: ""@_100d: Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit",rt yayabad1sodmg 100d smoke wit bitch nap let play music okay sure 100 turn boosie slow shit 128530 real shit,1,1
RT @yendys45: And @xDSmooth fell in love with pussy he never even got....,rt yendys45 xdsmooth fell love pussy never even got,1,1
"RT @yepitstrey: I Be Like

&#128663;_____________&#128659;
Fuck! Here come the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch ass &#8230;",rt yepitstrey like 128663128659 fuck come 5o 128663128659 cool son 128663128659 man fuck 128659128663 bitch as 8230,1,1
RT @yes_paul: I bitch about unnecessary things lol,rt yespaul bitch unnecessary thing laugh loud,1,1
RT @ygAddie: Obama a bitch.,rt ygaddie obama bitch,1,1
RT @yglukeg: Why is Arizona hot as hell and then literally 5 minutes later it's fuckin Hurricane Katrina up in this bitch,rt yglukeg arizona hot hell literally 5 minute later fuckin hurricane katrina bitch,1,1
RT @yo_fav_rapper: I was HEAD FIRST EVERY TIME FOR YOU. . but now I'm pussy?&#128533;,rt yofavrapper head first every time im pussy128533,1,1
RT @yoboijackson: Fck all you hoes. Catch a grip!,rt yoboijackson fck hoe catch grip,1,1
RT @yofwm: &#8220;@BrianLovesAss_: Damn babe &#128557; sike forever fucking with basic bitches &#128514;&#8221; &#128514;&#128514;,rt yofwm 8220brianlovesass damn babe 128557 sike forever fucking unoriginal bitch 1285148221 128514128514,1,1
RT @yograndmabitch: Had a crush on a bitch with a man I tried to show her that I could treat her better but I never had no luck,rt yograndmabitch crush bitch man tried show could treat better never luck,1,1
RT @yolythegod: Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.,rt yolythegod dick bitch selling mother soul inconsistent dick dick know isnt staying,1,1
RT @yooSlim Y'all Virgo bitches gotta chill thinking y'all Beyonc&#232; &#128514;&#128514;&#128514;,rt yooslim yall virgo bitch gotta chill thinking yall beyonc232 128514128514128514,1,1
